HV106_01,HV001,HV021,HV024,HV025,HV022,HV005,HV234,SH224,HV270
Superior,2349,2349,La Libertad,Urbano,126,707498,30 PPM,Coloracion morado oscuro (valor,Medio
Secundario,2349,2349,La Libertad,Urbano,126,707498,15 PPM,Coloracion azul o morado (valor,Pobre
Primario,2350,2350,La Libertad,Urbano,124,687084,7 PPM,Coloracion tenue (valor,Pobre
Superior,2350,2350,La Libertad,Urbano,124,687084,15 PPM,Coloracion azul o morado (valor,Rico
Superior,2350,2350,La Libertad,Urbano,124,687084,No se realizó la prueba,No se pudo realizar la prueba,Más rico
Superior,2350,2350,La Libertad,Urbano,124,687084,30 PPM,Coloracion morado oscuro (valor,Rico
Secundario,2350,2350,La Libertad,Urbano,124,687084,30 PPM,Coloracion morado oscuro (valor,Rico
Secundario,2350,2350,La Libertad,Urbano,124,4547769,30 PPM,Coloracion morado oscuro (valor,Rico
Secundario,2350,2350,La Libertad,Urbano,124,687084,7 PPM,Coloracion tenue (valor,Más rico
Secundario,2350,2350,La Libertad,Urbano,124,687084,30 PPM,Coloracion morado oscuro (valor,Más rico
Primario,2350,2350,La Libertad,Urbano,124,4547769,15 PPM,Coloracion azul o morado (valor,Medio
Primario,2351,2351,La Libertad,Urbano,125,4998509,15 PPM,Coloracion azul o morado (valor,Rico
Superior,2351,2351,La Libertad,Urbano,125,4998509,15 PPM,Coloracion azul o morado (valor,Medio
Superior,2351,2351,La Libertad,Urbano,125,4998509,30 PPM,Coloracion morado oscuro (valor,Más rico
Secundario,2351,2351,La Libertad,Urbano,125,755183,15 PPM,Coloracion azul o morado (valor,Rico
"Sin educación, preescolar",2351,2351,La Libertad,Urbano,125,755183,15 PPM,Coloracion azul o morado (valor,Rico
Secundario,2351,2351,La Libertad,Urbano,125,755183,15 PPM,Coloracion azul o morado (valor,Rico
Primario,2351,2351,La Libertad,Urbano,125,755183,7 PPM,Coloracion tenue (valor,Rico
Superior,2351,2351,La Libertad,Urbano,125,755183,7 PPM,Coloracion tenue (valor,Rico
Superior,2351,2351,La Libertad,Urbano,125,4998509,7 PPM,Coloracion tenue (valor,Más rico
Secundario,2351,2351,La Libertad,Urbano,125,755183,30 PPM,Coloracion morado oscuro (valor,Medio
Secundario,2351,2351,La Libertad,Urbano,125,755183,7 PPM,Coloracion tenue (valor,Rico
Secundario,2351,2351,La Libertad,Urbano,125,755183,30 PPM,Coloracion morado oscuro (valor,Pobre
Superior,2352,2352,La Libertad,Urbano,124,707293,No hay sal en el hogar,No hay sal en el hogar,Rico
Superior,2352,2352,La Libertad,Urbano,124,707293,30 PPM,Coloracion morado oscuro (valor,Rico
Superior,2352,2352,La Libertad,Urbano,124,707293,No se realizó la prueba,No se pudo realizar la prueba,Más rico
Secundario,2352,2352,La Libertad,Urbano,124,4681527,30 PPM,Coloracion morado oscuro (valor,Más rico
Superior,2352,2352,La Libertad,Urbano,124,707293,30 PPM,Coloracion morado oscuro (valor,Rico
Superior,2352,2352,La Libertad,Urbano,124,707293,30 PPM,Coloracion morado oscuro (valor,Más rico
Superior,2352,2352,La Libertad,Urbano,124,4681527,30 PPM,Coloracion morado oscuro (valor,Rico
Superior,2352,2352,La Libertad,Urbano,124,707293,No se realizó la prueba,No se pudo realizar la prueba,Rico
Secundario,2352,2352,La Libertad,Urbano,124,707293,15 PPM,Coloracion azul o morado (valor,Más rico
Superior,2352,2352,La Libertad,Urbano,124,707293,No se realizó la prueba,No se pudo realizar la prueba,Medio
Superior,2353,2353,La Libertad,Urbano,126,4773787,No se realizó la prueba,No se pudo realizar la prueba,Más rico
Superior,2353,2353,La Libertad,Urbano,126,721231,No se realizó la prueba,No se pudo realizar la prueba,Medio
Secundario,2353,2353,La Libertad,Urbano,126,4773787,No se realizó la prueba,No se pudo realizar la prueba,Rico
Secundario,2353,2353,La Libertad,Urbano,126,721231,No se realizó la prueba,No se pudo realizar la prueba,Pobre
Primario,2353,2353,La Libertad,Urbano,126,721231,No se realizó la prueba,No se pudo realizar la prueba,Pobre
Primario,2353,2353,La Libertad,Urbano,126,721231,No se realizó la prueba,No se pudo realizar la prueba,Medio
Secundario,2353,2353,La Libertad,Urbano,126,4773787,No se realizó la prueba,No se pudo realizar la prueba,Pobre
Primario,2353,2353,La Libertad,Urbano,126,4773787,No se realizó la prueba,No se pudo realizar la prueba,Pobre
Secundario,2353,2353,La Libertad,Urbano,126,721231,No se realizó la prueba,No se pudo realizar la prueba,Pobre
Primario,2353,2353,La Libertad,Urbano,126,721231,No se realizó la prueba,No se pudo realizar la prueba,Pobre
Secundario,2353,2353,La Libertad,Urbano,126,721231,No se realizó la prueba,No se pudo realizar la prueba,Medio
Secundario,2354,2354,La Libertad,Urbano,126,707498,No se realizó la prueba,No se pudo realizar la prueba,Pobre
Secundario,2354,2354,La Libertad,Urbano,126,707498,No se realizó la prueba,No se pudo realizar la prueba,Pobre
Secundario,2354,2354,La Libertad,Urbano,126,707498,No se realizó la prueba,No se pudo realizar la prueba,Pobre
Primario,2354,2354,La Libertad,Urbano,126,4682883,No se realizó la prueba,No se pudo realizar la prueba,Pobre
Primario,2354,2354,La Libertad,Urbano,126,4682883,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Primario,2354,2354,La Libertad,Urbano,126,4682883,No se realizó la prueba,No se pudo realizar la prueba,Pobre
Primario,2354,2354,La Libertad,Urbano,126,707498,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Secundario,2354,2354,La Libertad,Urbano,126,707498,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Secundario,2354,2354,La Libertad,Urbano,126,707498,No se realizó la prueba,No se pudo realizar la prueba,Pobre
Secundario,2355,2355,La Libertad,Urbano,126,780454,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Primario,2355,2355,La Libertad,Urbano,126,5165778,7 PPM,Coloracion tenue (valor,Pobre
Secundario,2355,2355,La Libertad,Urbano,126,780454,15 PPM,Coloracion azul o morado (valor,Medio
Secundario,2355,2355,La Libertad,Urbano,126,780454,15 PPM,Coloracion azul o morado (valor,Medio
Secundario,2355,2355,La Libertad,Urbano,126,780454,30 PPM,Coloracion morado oscuro (valor,Medio
Secundario,2355,2355,La Libertad,Urbano,126,780454,30 PPM,Coloracion morado oscuro (valor,Medio
Secundario,2355,2355,La Libertad,Urbano,126,780454,30 PPM,Coloracion morado oscuro (valor,Medio
Superior,2355,2355,La Libertad,Urbano,126,780454,15 PPM,Coloracion azul o morado (valor,Medio
"Sin educación, preescolar",2355,2355,La Libertad,Urbano,126,5165778,30 PPM,Coloracion morado oscuro (valor,Pobre
Primario,2355,2355,La Libertad,Urbano,126,780454,15 PPM,Coloracion azul o morado (valor,Medio
Secundario,2355,2355,La Libertad,Urbano,126,5165778,15 PPM,Coloracion azul o morado (valor,Medio
Superior,2356,2356,La Libertad,Urbano,125,721619,30 PPM,Coloracion morado oscuro (valor,Pobre
Primario,2356,2356,La Libertad,Urbano,125,4776353,7 PPM,Coloracion tenue (valor,Medio
Secundario,2356,2356,La Libertad,Urbano,125,721619,15 PPM,Coloracion azul o morado (valor,Rico
Primario,2356,2356,La Libertad,Urbano,125,721619,15 PPM,Coloracion azul o morado (valor,Medio
Primario,2356,2356,La Libertad,Urbano,125,721619,7 PPM,Coloracion tenue (valor,Medio
Secundario,2356,2356,La Libertad,Urbano,125,721619,15 PPM,Coloracion azul o morado (valor,Medio
Secundario,2356,2356,La Libertad,Urbano,125,721619,15 PPM,Coloracion azul o morado (valor,Medio
Superior,2356,2356,La Libertad,Urbano,125,721619,30 PPM,Coloracion morado oscuro (valor,Rico
Primario,2356,2356,La Libertad,Urbano,125,721619,7 PPM,Coloracion tenue (valor,Medio
Secundario,2357,2357,La Libertad,Urbano,125,653973,15 PPM,Coloracion azul o morado (valor,Rico
Primario,2357,2357,La Libertad,Urbano,125,4328606,15 PPM,Coloracion azul o morado (valor,Pobre
Primario,2357,2357,La Libertad,Urbano,125,653973,15 PPM,Coloracion azul o morado (valor,Los más pobres
Primario,2357,2357,La Libertad,Urbano,125,653973,15 PPM,Coloracion azul o morado (valor,Pobre
Primario,2357,2357,La Libertad,Urbano,125,653973,15 PPM,Coloracion azul o morado (valor,Pobre
Secundario,2357,2357,La Libertad,Urbano,125,653973,15 PPM,Coloracion azul o morado (valor,Medio
Primario,2357,2357,La Libertad,Urbano,125,653973,15 PPM,Coloracion azul o morado (valor,Pobre
Superior,2357,2357,La Libertad,Urbano,125,653973,15 PPM,Coloracion azul o morado (valor,Medio
Secundario,2357,2357,La Libertad,Urbano,125,653973,15 PPM,Coloracion azul o morado (valor,Medio
Secundario,2357,2357,La Libertad,Urbano,125,653973,7 PPM,Coloracion tenue (valor,Pobre
Primario,2358,2358,La Libertad,Urbano,126,783564,7 PPM,Coloracion tenue (valor,Pobre
Secundario,2358,2358,La Libertad,Urbano,126,5186360,15 PPM,Coloracion azul o morado (valor,Pobre
Secundario,2358,2358,La Libertad,Urbano,126,783564,15 PPM,Coloracion azul o morado (valor,Medio
Secundario,2358,2358,La Libertad,Urbano,126,783564,15 PPM,Coloracion azul o morado (valor,Pobre
Secundario,2358,2358,La Libertad,Urbano,126,5186360,No hay sal en el hogar,No hay sal en el hogar,Los más pobres
Primario,2358,2358,La Libertad,Urbano,126,783564,15 PPM,Coloracion azul o morado (valor,Los más pobres
Primario,2358,2358,La Libertad,Urbano,126,5186360,7 PPM,Coloracion tenue (valor,Pobre
Primario,2358,2358,La Libertad,Urbano,126,5186360,30 PPM,Coloracion morado oscuro (valor,Pobre
Secundario,2358,2358,La Libertad,Urbano,126,783564,15 PPM,Coloracion azul o morado (valor,Medio
Superior,2359,2359,La Libertad,Urbano,126,4272358,7 PPM,Coloracion tenue (valor,Rico
Primario,2359,2359,La Libertad,Urbano,126,4272358,7 PPM,Coloracion tenue (valor,Pobre
Secundario,2359,2359,La Libertad,Urbano,126,645475,30 PPM,Coloracion morado oscuro (valor,Pobre
Secundario,2359,2359,La Libertad,Urbano,126,645475,7 PPM,Coloracion tenue (valor,Pobre
Primario,2359,2359,La Libertad,Urbano,126,645475,7 PPM,Coloracion tenue (valor,Pobre
Secundario,2359,2359,La Libertad,Urbano,126,645475,7 PPM,Coloracion tenue (valor,Medio
Secundario,2359,2359,La Libertad,Urbano,126,645475,30 PPM,Coloracion morado oscuro (valor,Medio
Secundario,2359,2359,La Libertad,Urbano,126,645475,15 PPM,Coloracion azul o morado (valor,Rico
Secundario,2359,2359,La Libertad,Urbano,126,4272358,30 PPM,Coloracion morado oscuro (valor,Rico
Superior,2360,2360,La Libertad,Urbano,126,835451,No se realizó la prueba,No se pudo realizar la prueba,Medio
Primario,2360,2360,La Libertad,Urbano,126,5529796,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Superior,2360,2360,La Libertad,Urbano,126,5529796,No se realizó la prueba,No se pudo realizar la prueba,Pobre
Primario,2360,2360,La Libertad,Urbano,126,835451,No se realizó la prueba,No se pudo realizar la prueba,Pobre
Superior,2360,2360,La Libertad,Urbano,126,835451,No se realizó la prueba,No se pudo realizar la prueba,Pobre
Secundario,2360,2360,La Libertad,Urbano,126,835451,No se realizó la prueba,No se pudo realizar la prueba,Pobre
Superior,2360,2360,La Libertad,Urbano,126,5529796,No se realizó la prueba,No se pudo realizar la prueba,Rico
Primario,2360,2360,La Libertad,Urbano,126,835451,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Superior,2360,2360,La Libertad,Urbano,126,5529796,No se realizó la prueba,No se pudo realizar la prueba,Medio
Secundario,2360,2360,La Libertad,Urbano,126,835451,No se realizó la prueba,No se pudo realizar la prueba,Pobre
Primario,2361,2361,La Libertad,Urbano,126,703928,7 PPM,Coloracion tenue (valor,Los más pobres
Primario,2361,2361,La Libertad,Urbano,126,4659259,15 PPM,Coloracion azul o morado (valor,Los más pobres
Secundario,2361,2361,La Libertad,Urbano,126,703928,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Secundario,2361,2361,La Libertad,Urbano,126,703928,15 PPM,Coloracion azul o morado (valor,Los más pobres
Secundario,2361,2361,La Libertad,Urbano,126,703928,15 PPM,Coloracion azul o morado (valor,Pobre
Primario,2361,2361,La Libertad,Urbano,126,4659259,7 PPM,Coloracion tenue (valor,Medio
Secundario,2361,2361,La Libertad,Urbano,126,703928,7 PPM,Coloracion tenue (valor,Medio
Superior,2361,2361,La Libertad,Urbano,126,703928,30 PPM,Coloracion morado oscuro (valor,Medio
Primario,2361,2361,La Libertad,Urbano,126,703928,7 PPM,Coloracion tenue (valor,Los más pobres
Primario,2362,2362,La Libertad,Urbano,126,651668,7 PPM,Coloracion tenue (valor,Medio
Secundario,2362,2362,La Libertad,Urbano,126,4313352,15 PPM,Coloracion azul o morado (valor,Pobre
Secundario,2362,2362,La Libertad,Urbano,126,4313352,30 PPM,Coloracion morado oscuro (valor,Medio
Primario,2362,2362,La Libertad,Urbano,126,651668,No se realizó la prueba,No se pudo realizar la prueba,Rico
Secundario,2362,2362,La Libertad,Urbano,126,651668,7 PPM,Coloracion tenue (valor,Pobre
Secundario,2362,2362,La Libertad,Urbano,126,651668,30 PPM,Coloracion morado oscuro (valor,Pobre
Secundario,2362,2362,La Libertad,Urbano,126,651668,30 PPM,Coloracion morado oscuro (valor,Pobre
Secundario,2362,2362,La Libertad,Urbano,126,651668,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Superior,2363,2363,La Libertad,Urbano,125,5357683,30 PPM,Coloracion morado oscuro (valor,Rico
Secundario,2363,2363,La Libertad,Urbano,125,809447,7 PPM,Coloracion tenue (valor,Pobre
Superior,2363,2363,La Libertad,Urbano,125,809447,15 PPM,Coloracion azul o morado (valor,Pobre
Superior,2363,2363,La Libertad,Urbano,125,809447,15 PPM,Coloracion azul o morado (valor,Medio
Primario,2363,2363,La Libertad,Urbano,125,5357683,15 PPM,Coloracion azul o morado (valor,Rico
Primario,2363,2363,La Libertad,Urbano,125,5357683,30 PPM,Coloracion morado oscuro (valor,Medio
Superior,2363,2363,La Libertad,Urbano,125,809447,15 PPM,Coloracion azul o morado (valor,Rico
Secundario,2363,2363,La Libertad,Urbano,125,809447,15 PPM,Coloracion azul o morado (valor,Medio
Primario,2363,2363,La Libertad,Urbano,125,809447,7 PPM,Coloracion tenue (valor,Rico
Secundario,2364,2364,La Libertad,Rural,127,2703236,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Primario,2364,2364,La Libertad,Rural,127,696385,7 PPM,Coloracion tenue (valor,Los más pobres
"Sin educación, preescolar",2364,2364,La Libertad,Rural,127,2703236,30 PPM,Coloracion morado oscuro (valor,Pobre
Primario,2364,2364,La Libertad,Rural,127,696385,15 PPM,Coloracion azul o morado (valor,Los más pobres
Secundario,2364,2364,La Libertad,Rural,127,696385,30 PPM,Coloracion morado oscuro (valor,Medio
Primario,2364,2364,La Libertad,Rural,127,696385,15 PPM,Coloracion azul o morado (valor,Los más pobres
"Sin educación, preescolar",2364,2364,La Libertad,Rural,127,2703236,No hay sal en el hogar,No hay sal en el hogar,Los más pobres
Secundario,2364,2364,La Libertad,Rural,127,2703236,7 PPM,Coloracion tenue (valor,Pobre
Secundario,2364,2364,La Libertad,Rural,127,696385,30 PPM,Coloracion morado oscuro (valor,Pobre
Superior,2364,2364,La Libertad,Rural,127,696385,30 PPM,Coloracion morado oscuro (valor,Pobre
Primario,2364,2364,La Libertad,Rural,127,2703236,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Superior,2364,2364,La Libertad,Rural,127,696385,0 PPM (sin yodo),Sin coloracion (valor,Medio
Superior,2364,2364,La Libertad,Rural,127,696385,15 PPM,Coloracion azul o morado (valor,Pobre
Superior,2364,2364,La Libertad,Rural,127,696385,30 PPM,Coloracion morado oscuro (valor,Pobre
Secundario,2364,2364,La Libertad,Rural,127,2703236,7 PPM,Coloracion tenue (valor,Pobre
"Sin educación, preescolar",2364,2364,La Libertad,Rural,127,2703236,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Secundario,2365,2365,La Libertad,Rural,127,708968,No se realizó la prueba,No se pudo realizar la prueba,Medio
Superior,2365,2365,La Libertad,Rural,127,708968,No se realizó la prueba,No se pudo realizar la prueba,Medio
Superior,2365,2365,La Libertad,Rural,127,708968,No se realizó la prueba,No se pudo realizar la prueba,Medio
Superior,2365,2365,La Libertad,Rural,127,2752083,No se realizó la prueba,No se pudo realizar la prueba,Medio
Superior,2365,2365,La Libertad,Rural,127,2752083,No se realizó la prueba,No se pudo realizar la prueba,Rico
Secundario,2365,2365,La Libertad,Rural,127,2752083,No se realizó la prueba,No se pudo realizar la prueba,Medio
Secundario,2365,2365,La Libertad,Rural,127,2752083,No se realizó la prueba,No se pudo realizar la prueba,Medio
Primario,2365,2365,La Libertad,Rural,127,2752083,No se realizó la prueba,No se pudo realizar la prueba,Medio
No sabe,2365,2365,La Libertad,Rural,127,708968,No se realizó la prueba,No se pudo realizar la prueba,Más rico
Primario,2365,2365,La Libertad,Rural,127,708968,No se realizó la prueba,No se pudo realizar la prueba,Medio
Superior,2365,2365,La Libertad,Rural,127,2752083,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
"Sin educación, preescolar",2365,2365,La Libertad,Rural,127,708968,No se realizó la prueba,No se pudo realizar la prueba,Pobre
Primario,2365,2365,La Libertad,Rural,127,2752083,No se realizó la prueba,No se pudo realizar la prueba,Pobre
Primario,2365,2365,La Libertad,Rural,127,2752083,No se realizó la prueba,No se pudo realizar la prueba,Pobre
Secundario,2365,2365,La Libertad,Rural,127,2752083,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Secundario,2365,2365,La Libertad,Rural,127,708968,No se realizó la prueba,No se pudo realizar la prueba,Pobre
Superior,2366,2366,La Libertad,Rural,127,803353,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Primario,2366,2366,La Libertad,Rural,127,3118466,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Primario,2366,2366,La Libertad,Rural,127,803353,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Primario,2366,2366,La Libertad,Rural,127,3118466,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Primario,2366,2366,La Libertad,Rural,127,3118466,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Secundario,2366,2366,La Libertad,Rural,127,3118466,No se realizó la prueba,No se pudo realizar la prueba,Medio
Primario,2366,2366,La Libertad,Rural,127,3118466,No se realizó la prueba,No se pudo realizar la prueba,Pobre
Secundario,2366,2366,La Libertad,Rural,127,803353,No se realizó la prueba,No se pudo realizar la prueba,Pobre
Primario,2366,2366,La Libertad,Rural,127,3118466,No se realizó la prueba,No se pudo realizar la prueba,Pobre
Primario,2366,2366,La Libertad,Rural,127,803353,No se realizó la prueba,No se pudo realizar la prueba,Pobre
Secundario,2366,2366,La Libertad,Rural,127,3118466,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Secundario,2366,2366,La Libertad,Rural,127,803353,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Primario,2366,2366,La Libertad,Rural,127,803353,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Primario,2366,2366,La Libertad,Rural,127,803353,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Primario,2366,2366,La Libertad,Rural,127,803353,No se realizó la prueba,No se pudo realizar la prueba,Pobre
Primario,2367,2367,La Libertad,Rural,127,2274620,15 PPM,Coloracion azul o morado (valor,Los más pobres
Primario,2367,2367,La Libertad,Rural,127,585969,15 PPM,Coloracion azul o morado (valor,Los más pobres
Secundario,2367,2367,La Libertad,Rural,127,585969,7 PPM,Coloracion tenue (valor,Los más pobres
Superior,2367,2367,La Libertad,Rural,127,585969,15 PPM,Coloracion azul o morado (valor,Los más pobres
Primario,2367,2367,La Libertad,Rural,127,585969,7 PPM,Coloracion tenue (valor,Los más pobres
Primario,2367,2367,La Libertad,Rural,127,585969,7 PPM,Coloracion tenue (valor,Los más pobres
Primario,2367,2367,La Libertad,Rural,127,585969,7 PPM,Coloracion tenue (valor,Los más pobres
"Sin educación, preescolar",2367,2367,La Libertad,Rural,127,2274620,7 PPM,Coloracion tenue (valor,Los más pobres
Primario,2367,2367,La Libertad,Rural,127,585969,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Primario,2367,2367,La Libertad,Rural,127,585969,7 PPM,Coloracion tenue (valor,Los más pobres
Primario,2367,2367,La Libertad,Rural,127,2274620,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Secundario,2367,2367,La Libertad,Rural,127,585969,7 PPM,Coloracion tenue (valor,Los más pobres
Primario,2367,2367,La Libertad,Rural,127,585969,15 PPM,Coloracion azul o morado (valor,Los más pobres
Primario,2367,2367,La Libertad,Rural,127,585969,15 PPM,Coloracion azul o morado (valor,Los más pobres
Primario,2367,2367,La Libertad,Rural,127,585969,15 PPM,Coloracion azul o morado (valor,Los más pobres
Primario,2368,2368,La Libertad,Rural,127,697152,15 PPM,Coloracion azul o morado (valor,Los más pobres
Primario,2368,2368,La Libertad,Rural,127,697152,15 PPM,Coloracion azul o morado (valor,Los más pobres
Primario,2368,2368,La Libertad,Rural,127,697152,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Primario,2368,2368,La Libertad,Rural,127,697152,7 PPM,Coloracion tenue (valor,Los más pobres
Secundario,2368,2368,La Libertad,Rural,127,697152,15 PPM,Coloracion azul o morado (valor,Los más pobres
Primario,2368,2368,La Libertad,Rural,127,697152,7 PPM,Coloracion tenue (valor,Los más pobres
"Sin educación, preescolar",2368,2368,La Libertad,Rural,127,2706215,7 PPM,Coloracion tenue (valor,Los más pobres
"Sin educación, preescolar",2368,2368,La Libertad,Rural,127,697152,15 PPM,Coloracion azul o morado (valor,Los más pobres
Primario,2368,2368,La Libertad,Rural,127,697152,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Primario,2368,2368,La Libertad,Rural,127,2706215,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Primario,2368,2368,La Libertad,Rural,127,697152,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Primario,2368,2368,La Libertad,Rural,127,2706215,7 PPM,Coloracion tenue (valor,Los más pobres
Secundario,2368,2368,La Libertad,Rural,127,697152,15 PPM,Coloracion azul o morado (valor,Los más pobres
"Sin educación, preescolar",2368,2368,La Libertad,Rural,127,697152,15 PPM,Coloracion azul o morado (valor,Los más pobres
Primario,2369,2369,La Libertad,Rural,127,2897418,7 PPM,Coloracion tenue (valor,Los más pobres
Superior,2369,2369,La Libertad,Rural,127,746409,15 PPM,Coloracion azul o morado (valor,Los más pobres
Primario,2369,2369,La Libertad,Rural,127,746409,15 PPM,Coloracion azul o morado (valor,Los más pobres
Primario,2369,2369,La Libertad,Rural,127,746409,15 PPM,Coloracion azul o morado (valor,Los más pobres
Secundario,2369,2369,La Libertad,Rural,127,2897418,No hay sal en el hogar,No hay sal en el hogar,Los más pobres
Primario,2369,2369,La Libertad,Rural,127,746409,7 PPM,Coloracion tenue (valor,Los más pobres
Primario,2369,2369,La Libertad,Rural,127,2897418,15 PPM,Coloracion azul o morado (valor,Los más pobres
Primario,2369,2369,La Libertad,Rural,127,746409,15 PPM,Coloracion azul o morado (valor,Los más pobres
Primario,2369,2369,La Libertad,Rural,127,746409,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Primario,2369,2369,La Libertad,Rural,127,746409,7 PPM,Coloracion tenue (valor,Los más pobres
"Sin educación, preescolar",2369,2369,La Libertad,Rural,127,2897418,15 PPM,Coloracion azul o morado (valor,Los más pobres
Primario,2369,2369,La Libertad,Rural,127,746409,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Secundario,2369,2369,La Libertad,Rural,127,2897418,7 PPM,Coloracion tenue (valor,Los más pobres
Primario,2370,2370,La Libertad,Rural,127,2766980,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Primario,2370,2370,La Libertad,Rural,127,712806,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Secundario,2370,2370,La Libertad,Rural,127,712806,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Primario,2370,2370,La Libertad,Rural,127,2766980,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Secundario,2370,2370,La Libertad,Rural,127,2766980,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Secundario,2370,2370,La Libertad,Rural,127,712806,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Primario,2370,2370,La Libertad,Rural,127,712806,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Primario,2370,2370,La Libertad,Rural,127,712806,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
"Sin educación, preescolar",2370,2370,La Libertad,Rural,127,2766980,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Primario,2370,2370,La Libertad,Rural,127,712806,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
"Sin educación, preescolar",2370,2370,La Libertad,Rural,127,2766980,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Primario,2370,2370,La Libertad,Rural,127,712806,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Secundario,2370,2370,La Libertad,Rural,127,712806,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Primario,2370,2370,La Libertad,Rural,127,712806,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
"Sin educación, preescolar",2370,2370,La Libertad,Rural,127,712806,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Primario,2371,2371,La Libertad,Rural,127,376082,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Primario,2371,2371,La Libertad,Rural,127,376082,30 PPM,Coloracion morado oscuro (valor,Los más pobres
"Sin educación, preescolar",2371,2371,La Libertad,Rural,127,1459879,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Secundario,2371,2371,La Libertad,Rural,127,1459879,15 PPM,Coloracion azul o morado (valor,Los más pobres
"Sin educación, preescolar",2371,2371,La Libertad,Rural,127,376082,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Primario,2371,2371,La Libertad,Rural,127,1459879,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Primario,2371,2371,La Libertad,Rural,127,376082,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Primario,2371,2371,La Libertad,Rural,127,376082,15 PPM,Coloracion azul o morado (valor,Los más pobres
Primario,2371,2371,La Libertad,Rural,127,1459879,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Primario,2371,2371,La Libertad,Rural,127,376082,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Primario,2371,2371,La Libertad,Rural,127,376082,7 PPM,Coloracion tenue (valor,Los más pobres
Secundario,2371,2371,La Libertad,Rural,127,376082,15 PPM,Coloracion azul o morado (valor,Los más pobres
No sabe,2371,2371,La Libertad,Rural,127,376082,0 PPM (sin yodo),Sin coloracion (valor,Los más pobres
Primario,2371,2371,La Libertad,Rural,127,376082,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Primario,2372,2372,La Libertad,Rural,127,662717,30 PPM,Coloracion morado oscuro (valor,Pobre
Primario,2372,2372,La Libertad,Rural,127,662717,15 PPM,Coloracion azul o morado (valor,Los más pobres
Secundario,2372,2372,La Libertad,Rural,127,662717,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Superior,2372,2372,La Libertad,Rural,127,2572543,No hay sal en el hogar,No hay sal en el hogar,Los más pobres
Secundario,2372,2372,La Libertad,Rural,127,662717,15 PPM,Coloracion azul o morado (valor,Los más pobres
Primario,2372,2372,La Libertad,Rural,127,2572543,7 PPM,Coloracion tenue (valor,Los más pobres
Secundario,2372,2372,La Libertad,Rural,127,662717,7 PPM,Coloracion tenue (valor,Los más pobres
