HV106_01,HV001,HV021,HV024,HV025,HV022,HV005,HV234,SH224,HV270
Secundario,596,596,Ica,Urbano,100,1251630,30 PPM,Coloracion morado oscuro (valor,Pobre
Secundario,596,596,Ica,Urbano,100,257594,30 PPM,Coloracion morado oscuro (valor,Pobre
Secundario,596,596,Ica,Urbano,100,257594,30 PPM,Coloracion morado oscuro (valor,Pobre
Superior,596,596,Ica,Urbano,100,1251630,30 PPM,Coloracion morado oscuro (valor,Pobre
Secundario,597,597,Ica,Urbano,102,296746,30 PPM,Coloracion morado oscuro (valor,Medio
Superior,597,597,Ica,Urbano,102,296746,15 PPM,Coloracion azul o morado (valor,Medio
Secundario,597,597,Ica,Urbano,102,296746,30 PPM,Coloracion morado oscuro (valor,Medio
Superior,597,597,Ica,Urbano,102,1443273,15 PPM,Coloracion azul o morado (valor,Más rico
Superior,597,597,Ica,Urbano,102,296746,30 PPM,Coloracion morado oscuro (valor,Más rico
Superior,597,597,Ica,Urbano,102,1443273,No se realizó la prueba,No se pudo realizar la prueba,Rico
Superior,597,597,Ica,Urbano,102,296746,30 PPM,Coloracion morado oscuro (valor,Más rico
Superior,597,597,Ica,Urbano,102,296746,7 PPM,Coloracion tenue (valor,Pobre
Superior,597,597,Ica,Urbano,102,296746,30 PPM,Coloracion morado oscuro (valor,Más rico
Superior,597,597,Ica,Urbano,102,296746,7 PPM,Coloracion tenue (valor,Más rico
Secundario,598,598,Ica,Urbano,105,396330,No se realizó la prueba,No se pudo realizar la prueba,Pobre
Superior,598,598,Ica,Urbano,105,396330,No se realizó la prueba,No se pudo realizar la prueba,Pobre
Secundario,598,598,Ica,Urbano,105,396330,No se realizó la prueba,No se pudo realizar la prueba,Pobre
Secundario,598,598,Ica,Urbano,105,1927617,No se realizó la prueba,No se pudo realizar la prueba,Rico
Secundario,599,599,Ica,Urbano,102,306083,30 PPM,Coloracion morado oscuro (valor,Pobre
Superior,599,599,Ica,Urbano,102,306083,30 PPM,Coloracion morado oscuro (valor,Más rico
Superior,599,599,Ica,Urbano,102,306083,30 PPM,Coloracion morado oscuro (valor,Rico
Secundario,599,599,Ica,Urbano,102,1488689,30 PPM,Coloracion morado oscuro (valor,Medio
Secundario,599,599,Ica,Urbano,102,306083,7 PPM,Coloracion tenue (valor,Medio
Secundario,599,599,Ica,Urbano,102,306083,No hay sal en el hogar,No hay sal en el hogar,Rico
Superior,599,599,Ica,Urbano,102,1488689,30 PPM,Coloracion morado oscuro (valor,Más rico
Primario,599,599,Ica,Urbano,102,1488689,30 PPM,Coloracion morado oscuro (valor,Rico
Superior,599,599,Ica,Urbano,102,1488689,15 PPM,Coloracion azul o morado (valor,Medio
Secundario,599,599,Ica,Urbano,102,1488689,30 PPM,Coloracion morado oscuro (valor,Rico
Secundario,599,599,Ica,Urbano,102,1488689,30 PPM,Coloracion morado oscuro (valor,Rico
Superior,600,600,Ica,Urbano,103,343066,7 PPM,Coloracion tenue (valor,Medio
Secundario,600,600,Ica,Urbano,103,1668559,30 PPM,Coloracion morado oscuro (valor,Rico
Superior,600,600,Ica,Urbano,103,343066,15 PPM,Coloracion azul o morado (valor,Medio
Secundario,600,600,Ica,Urbano,103,343066,30 PPM,Coloracion morado oscuro (valor,Rico
Primario,600,600,Ica,Urbano,103,1668559,15 PPM,Coloracion azul o morado (valor,Rico
Superior,600,600,Ica,Urbano,103,343066,30 PPM,Coloracion morado oscuro (valor,Rico
Superior,600,600,Ica,Urbano,103,343066,7 PPM,Coloracion tenue (valor,Medio
Superior,600,600,Ica,Urbano,103,1668559,30 PPM,Coloracion morado oscuro (valor,Más rico
Secundario,600,600,Ica,Urbano,103,343066,30 PPM,Coloracion morado oscuro (valor,Medio
Secundario,601,601,Ica,Urbano,103,372778,30 PPM,Coloracion morado oscuro (valor,Más rico
Superior,601,601,Ica,Urbano,103,1813069,30 PPM,Coloracion morado oscuro (valor,Más rico
Secundario,601,601,Ica,Urbano,103,1813069,30 PPM,Coloracion morado oscuro (valor,Medio
Primario,601,601,Ica,Urbano,103,1813069,30 PPM,Coloracion morado oscuro (valor,Medio
Secundario,601,601,Ica,Urbano,103,372778,30 PPM,Coloracion morado oscuro (valor,Medio
Secundario,601,601,Ica,Urbano,103,372778,30 PPM,Coloracion morado oscuro (valor,Más rico
Superior,601,601,Ica,Urbano,103,1813069,30 PPM,Coloracion morado oscuro (valor,Rico
Secundario,601,601,Ica,Urbano,103,372778,30 PPM,Coloracion morado oscuro (valor,Rico
Superior,601,601,Ica,Urbano,103,1813069,30 PPM,Coloracion morado oscuro (valor,Más rico
Superior,602,602,Ica,Urbano,103,415939,No se realizó la prueba,No se pudo realizar la prueba,Más rico
Superior,602,602,Ica,Urbano,103,415939,30 PPM,Coloracion morado oscuro (valor,Rico
Superior,602,602,Ica,Urbano,103,415939,30 PPM,Coloracion morado oscuro (valor,Más rico
Superior,602,602,Ica,Urbano,103,2022993,15 PPM,Coloracion azul o morado (valor,Pobre
Superior,602,602,Ica,Urbano,103,415939,0 PPM (sin yodo),Sin coloracion (valor,Más rico
Primario,602,602,Ica,Urbano,103,2022993,30 PPM,Coloracion morado oscuro (valor,Rico
Primario,602,602,Ica,Urbano,103,2022993,No hay sal en el hogar,No hay sal en el hogar,Pobre
Superior,602,602,Ica,Urbano,103,2022993,30 PPM,Coloracion morado oscuro (valor,Rico
Superior,602,602,Ica,Urbano,103,2022993,15 PPM,Coloracion azul o morado (valor,Rico
Superior,602,602,Ica,Urbano,103,415939,30 PPM,Coloracion morado oscuro (valor,Medio
Secundario,603,603,Ica,Urbano,104,1662576,30 PPM,Coloracion morado oscuro (valor,Medio
Primario,603,603,Ica,Urbano,104,341836,No se realizó la prueba,No se pudo realizar la prueba,Los más pobres
Secundario,603,603,Ica,Urbano,104,341836,30 PPM,Coloracion morado oscuro (valor,Pobre
Secundario,603,603,Ica,Urbano,104,341836,30 PPM,Coloracion morado oscuro (valor,Pobre
Secundario,603,603,Ica,Urbano,104,341836,30 PPM,Coloracion morado oscuro (valor,Medio
Secundario,603,603,Ica,Urbano,104,341836,15 PPM,Coloracion azul o morado (valor,Pobre
Primario,603,603,Ica,Urbano,104,341836,30 PPM,Coloracion morado oscuro (valor,Medio
Superior,603,603,Ica,Urbano,104,341836,30 PPM,Coloracion morado oscuro (valor,Rico
Secundario,603,603,Ica,Urbano,104,1662576,No hay sal en el hogar,No hay sal en el hogar,Pobre
Superior,604,604,Ica,Urbano,103,1850955,30 PPM,Coloracion morado oscuro (valor,Más rico
Secundario,604,604,Ica,Urbano,103,380568,15 PPM,Coloracion azul o morado (valor,Medio
Secundario,604,604,Ica,Urbano,103,380568,30 PPM,Coloracion morado oscuro (valor,Medio
Secundario,604,604,Ica,Urbano,103,380568,30 PPM,Coloracion morado oscuro (valor,Medio
Secundario,604,604,Ica,Urbano,103,1850955,30 PPM,Coloracion morado oscuro (valor,Medio
Superior,604,604,Ica,Urbano,103,380568,30 PPM,Coloracion morado oscuro (valor,Medio
Secundario,604,604,Ica,Urbano,103,380568,30 PPM,Coloracion morado oscuro (valor,Rico
Secundario,604,604,Ica,Urbano,103,380568,30 PPM,Coloracion morado oscuro (valor,Pobre
Superior,604,604,Ica,Urbano,103,380568,30 PPM,Coloracion morado oscuro (valor,Más rico
Secundario,605,605,Ica,Urbano,105,1278449,30 PPM,Coloracion morado oscuro (valor,Pobre
Primario,605,605,Ica,Urbano,105,262857,30 PPM,Coloracion morado oscuro (valor,Los más pobres
Superior,605,605,Ica,Urbano,105,1278449,30 PPM,Coloracion morado oscuro (valor,Pobre
Superior,605,605,Ica,Urbano,105,1278449,No hay sal en el hogar,No hay sal en el hogar,Medio
Secundario,605,605,Ica,Urbano,105,262857,30 PPM,Coloracion morado oscuro (valor,Pobre
Secundario,605,605,Ica,Urbano,105,262857,30 PPM,Coloracion morado oscuro (valor,Pobre
Primario,605,605,Ica,Urbano,105,1278449,30 PPM,Coloracion morado oscuro (valor,Pobre
Secundario,605,605,Ica,Urbano,105,262857,30 PPM,Coloracion morado oscuro (valor,Pobre
Secundario,605,605,Ica,Urbano,105,262857,15 PPM,Coloracion azul o morado (valor,Pobre
Secundario,606,606,Ica,Urbano,104,313490,30 PPM,Coloracion morado oscuro (valor,Rico
Secundario,606,606,Ica,Urbano,104,313490,15 PPM,Coloracion azul o morado (valor,Rico
Superior,606,606,Ica,Urbano,104,1524714,30 PPM,Coloracion morado oscuro (valor,Rico
Secundario,606,606,Ica,Urbano,104,313490,15 PPM,Coloracion azul o morado (valor,Rico
Secundario,606,606,Ica,Urbano,104,1524714,30 PPM,Coloracion morado oscuro (valor,Rico
Secundario,606,606,Ica,Urbano,104,313490,30 PPM,Coloracion morado oscuro (valor,Pobre
Secundario,606,606,Ica,Urbano,104,313490,30 PPM,Coloracion morado oscuro (valor,Rico
Secundario,606,606,Ica,Urbano,104,1524714,15 PPM,Coloracion azul o morado (valor,Rico
Secundario,606,606,Ica,Urbano,104,1524714,30 PPM,Coloracion morado oscuro (valor,Medio
Secundario,606,606,Ica,Urbano,104,313490,30 PPM,Coloracion morado oscuro (valor,Rico
Secundario,607,607,Ica,Urbano,104,1404147,30 PPM,Coloracion morado oscuro (valor,Medio
Secundario,607,607,Ica,Urbano,104,1404147,15 PPM,Coloracion azul o morado (valor,Rico
Superior,607,607,Ica,Urbano,104,288701,30 PPM,Coloracion morado oscuro (valor,Rico
Superior,607,607,Ica,Urbano,104,288701,30 PPM,Coloracion morado oscuro (valor,Más rico
Secundario,607,607,Ica,Urbano,104,288701,30 PPM,Coloracion morado oscuro (valor,Medio
Superior,607,607,Ica,Urbano,104,288701,30 PPM,Coloracion morado oscuro (valor,Rico
Secundario,607,607,Ica,Urbano,104,1404147,30 PPM,Coloracion morado oscuro (valor,Rico
Superior,607,607,Ica,Urbano,104,288701,15 PPM,Coloracion azul o morado (valor,Rico
Superior,607,607,Ica,Urbano,104,1404147,30 PPM,Coloracion morado oscuro (valor,Más rico
Primario,608,608,Ica,Urbano,97,254074,15 PPM,Coloracion azul o morado (valor,Medio
Secundario,608,608,Ica,Urbano,97,1234525,No se realizó la prueba,No se pudo realizar la prueba,Medio
Superior,608,608,Ica,Urbano,97,1234525,No hay sal en el hogar,No hay sal en el hogar,Medio
Superior,608,608,Ica,Urbano,97,1234525,30 PPM,Coloracion morado oscuro (valor,Rico
Secundario,608,608,Ica,Urbano,97,1234525,15 PPM,Coloracion azul o morado (valor,Rico
Superior,608,608,Ica,Urbano,97,254074,30 PPM,Coloracion morado oscuro (valor,Más rico
Superior,608,608,Ica,Urbano,97,1234525,30 PPM,Coloracion morado oscuro (valor,Más rico
Superior,608,608,Ica,Urbano,97,1234525,30 PPM,Coloracion morado oscuro (valor,Más rico
Superior,608,608,Ica,Urbano,97,254074,30 PPM,Coloracion morado oscuro (valor,Más rico
Superior,608,608,Ica,Urbano,97,1234525,30 PPM,Coloracion morado oscuro (valor,Más rico
Superior,608,608,Ica,Urbano,97,254074,30 PPM,Coloracion morado oscuro (valor,Más rico
Secundario,609,609,Ica,Urbano,103,390736,No hay sal en el hogar,No hay sal en el hogar,Pobre
Primario,609,609,Ica,Urbano,103,1900413,No se realizó la prueba,No se pudo realizar la prueba,Medio
Secundario,609,609,Ica,Urbano,103,1900413,15 PPM,Coloracion azul o morado (valor,Medio
Primario,609,609,Ica,Urbano,103,390736,No se realizó la prueba,No se pudo realizar la prueba,Pobre
Primario,609,609,Ica,Urbano,103,390736,15 PPM,Coloracion azul o morado (valor,Rico
Secundario,609,609,Ica,Urbano,103,390736,30 PPM,Coloracion morado oscuro (valor,Rico
Primario,609,609,Ica,Urbano,103,390736,30 PPM,Coloracion morado oscuro (valor,Medio
Secundario,609,609,Ica,Urbano,103,1900413,7 PPM,Coloracion tenue (valor,Rico
Primario,609,609,Ica,Urbano,103,1900413,No se realizó la prueba,No se pudo realizar la prueba,Rico
Superior,609,609,Ica,Urbano,103,390736,No se realizó la prueba,No se pudo realizar la prueba,Más rico
Secundario,610,610,Lima,Urbano,141,6538969,No se realizó la prueba,No se pudo realizar la prueba,Más rico
Superior,610,610,Lima,Urbano,141,854159,No se realizó la prueba,No se pudo realizar la prueba,Más rico
Secundario,610,610,Lima,Urbano,141,854159,No se realizó la prueba,No se pudo realizar la prueba,Más rico
Secundario,610,610,Lima,Urbano,141,6538969,No se realizó la prueba,No se pudo realizar la prueba,Medio
Secundario,610,610,Lima,Urbano,141,854159,No se realizó la prueba,No se pudo realizar la prueba,Pobre
Primario,610,610,Lima,Urbano,141,6538969,No se realizó la prueba,No se pudo realizar la prueba,Rico
No sabe,610,610,Lima,Urbano,141,854159,No se realizó la prueba,No se pudo realizar la prueba,Rico
Superior,610,610,Lima,Urbano,141,854159,No se realizó la prueba,No se pudo realizar la prueba,Rico
Secundario,610,610,Lima,Urbano,141,6538969,No se realizó la prueba,No se pudo realizar la prueba,Medio
Secundario,611,611,Ica,Urbano,105,1408865,30 PPM,Coloracion morado oscuro (valor,Rico
Secundario,611,611,Ica,Urbano,105,1408865,7 PPM,Coloracion tenue (valor,Medio
Primario,611,611,Ica,Urbano,105,289671,30 PPM,Coloracion morado oscuro (valor,Medio
Superior,611,611,Ica,Urbano,105,289671,30 PPM,Coloracion morado oscuro (valor,Medio
Secundario,611,611,Ica,Urbano,105,1408865,30 PPM,Coloracion morado oscuro (valor,Rico
Secundario,611,611,Ica,Urbano,105,289671,30 PPM,Coloracion morado oscuro (valor,Pobre
Secundario,611,611,Ica,Urbano,105,1408865,30 PPM,Coloracion morado oscuro (valor,Rico
Secundario,611,611,Ica,Urbano,105,1408865,No hay sal en el hogar,No hay sal en el hogar,Pobre
Superior,611,611,Ica,Urbano,105,289671,30 PPM,Coloracion morado oscuro (valor,Pobre
Secundario,611,611,Ica,Urbano,105,289671,30 PPM,Coloracion morado oscuro (valor,Rico
Secundario,612,612,Ica,Urbano,105,367904,15 PPM,Coloracion azul o morado (valor,Rico
Secundario,612,612,Ica,Urbano,105,367904,30 PPM,Coloracion morado oscuro (valor,Más rico
Secundario,612,612,Ica,Urbano,105,367904,30 PPM,Coloracion morado oscuro (valor,Medio
Secundario,612,612,Ica,Urbano,105,367904,30 PPM,Coloracion morado oscuro (valor,Rico
Superior,612,612,Ica,Urbano,105,367904,30 PPM,Coloracion morado oscuro (valor,Medio
Superior,612,612,Ica,Urbano,105,367904,30 PPM,Coloracion morado oscuro (valor,Medio
Secundario,612,612,Ica,Urbano,105,367904,30 PPM,Coloracion morado oscuro (valor,Rico
Secundario,612,612,Ica,Urbano,105,367904,30 PPM,Coloracion morado oscuro (valor,Medio
Secundario,612,612,Ica,Urbano,105,1789362,30 PPM,Coloracion morado oscuro (valor,Medio
Secundario,612,612,Ica,Urbano,105,1789362,30 PPM,Coloracion morado oscuro (valor,Rico
Superior,613,613,Ica,Urbano,104,321923,30 PPM,Coloracion morado oscuro (valor,Rico
Superior,613,613,Ica,Urbano,104,321923,30 PPM,Coloracion morado oscuro (valor,Rico
Secundario,613,613,Ica,Urbano,104,321923,30 PPM,Coloracion morado oscuro (valor,Medio
Superior,613,613,Ica,Urbano,104,321923,30 PPM,Coloracion morado oscuro (valor,Medio
Superior,613,613,Ica,Urbano,104,321923,30 PPM,Coloracion morado oscuro (valor,Medio
Primario,613,613,Ica,Urbano,104,1565728,30 PPM,Coloracion morado oscuro (valor,Rico
Superior,613,613,Ica,Urbano,104,1565728,30 PPM,Coloracion morado oscuro (valor,Rico
Secundario,613,613,Ica,Urbano,104,321923,30 PPM,Coloracion morado oscuro (valor,Rico
Secundario,613,613,Ica,Urbano,104,321923,30 PPM,Coloracion morado oscuro (valor,Medio
Secundario,613,613,Ica,Urbano,104,1565728,30 PPM,Coloracion morado oscuro (valor,Medio
Secundario,614,614,Ica,Urbano,104,372453,30 PPM,Coloracion morado oscuro (valor,Medio
Secundario,614,614,Ica,Urbano,104,372453,7 PPM,Coloracion tenue (valor,Medio
Secundario,614,614,Ica,Urbano,104,372453,15 PPM,Coloracion azul o morado (valor,Pobre
Superior,614,614,Ica,Urbano,104,372453,15 PPM,Coloracion azul o morado (valor,Medio
Secundario,614,614,Ica,Urbano,104,372453,15 PPM,Coloracion azul o morado (valor,Medio
Secundario,614,614,Ica,Urbano,104,372453,30 PPM,Coloracion morado oscuro (valor,Pobre
Superior,614,614,Ica,Urbano,104,372453,15 PPM,Coloracion azul o morado (valor,Medio
Secundario,614,614,Ica,Urbano,104,1811487,30 PPM,Coloracion morado oscuro (valor,Rico
Secundario,614,614,Ica,Urbano,104,372453,30 PPM,Coloracion morado oscuro (valor,Más rico
Secundario,614,614,Ica,Urbano,104,372453,7 PPM,Coloracion tenue (valor,Medio
Primario,615,615,Ica,Urbano,104,1421937,30 PPM,Coloracion morado oscuro (valor,Rico
Superior,615,615,Ica,Urbano,104,292359,30 PPM,Coloracion morado oscuro (valor,Rico
Secundario,615,615,Ica,Urbano,104,1421937,30 PPM,Coloracion morado oscuro (valor,Rico
Primario,615,615,Ica,Urbano,104,292359,30 PPM,Coloracion morado oscuro (valor,Rico
Secundario,615,615,Ica,Urbano,104,292359,30 PPM,Coloracion morado oscuro (valor,Medio
Superior,615,615,Ica,Urbano,104,292359,30 PPM,Coloracion morado oscuro (valor,Más rico
Secundario,615,615,Ica,Urbano,104,1421937,30 PPM,Coloracion morado oscuro (valor,Rico
Secundario,615,615,Ica,Urbano,104,292359,15 PPM,Coloracion azul o morado (valor,Rico
Secundario,615,615,Ica,Urbano,104,1421937,30 PPM,Coloracion morado oscuro (valor,Rico
Secundario,615,615,Ica,Urbano,104,292359,No se realizó la prueba,No se pudo realizar la prueba,Medio
Superior,616,616,Ica,Urbano,105,1279590,No hay sal en el hogar,No hay sal en el hogar,Medio
Secundario,616,616,Ica,Urbano,105,263091,15 PPM,Coloracion azul o morado (valor,Rico
Secundario,616,616,Ica,Urbano,105,263091,30 PPM,Coloracion morado oscuro (valor,Medio
Secundario,616,616,Ica,Urbano,105,263091,15 PPM,Coloracion azul o morado (valor,Rico
Primario,616,616,Ica,Urbano,105,1279590,30 PPM,Coloracion morado oscuro (valor,Medio
Secundario,616,616,Ica,Urbano,105,1279590,7 PPM,Coloracion tenue (valor,Medio
Secundario,616,616,Ica,Urbano,105,263091,No hay sal en el hogar,No hay sal en el hogar,Medio
Primario,616,616,Ica,Urbano,105,263091,30 PPM,Coloracion morado oscuro (valor,Medio
Secundario,616,616,Ica,Urbano,105,263091,15 PPM,Coloracion azul o morado (valor,Rico
Superior,617,617,Ica,Urbano,104,360593,30 PPM,Coloracion morado oscuro (valor,Rico
Primario,617,617,Ica,Urbano,104,1753804,30 PPM,Coloracion morado oscuro (valor,Rico
Secundario,617,617,Ica,Urbano,104,360593,30 PPM,Coloracion morado oscuro (valor,Más rico
Primario,617,617,Ica,Urbano,104,1753804,30 PPM,Coloracion morado oscuro (valor,Medio
Secundario,617,617,Ica,Urbano,104,360593,30 PPM,Coloracion morado oscuro (valor,Medio
Superior,617,617,Ica,Urbano,104,1753804,No se realizó la prueba,No se pudo realizar la prueba,Medio
Superior,617,617,Ica,Urbano,104,360593,30 PPM,Coloracion morado oscuro (valor,Más rico
Secundario,617,617,Ica,Urbano,104,1753804,30 PPM,Coloracion morado oscuro (valor,Rico
Superior,617,617,Ica,Urbano,104,360593,30 PPM,Coloracion morado oscuro (valor,Medio
Superior,618,618,Ica,Urbano,102,1692913,No se realizó la prueba,No se pudo realizar la prueba,Más rico
Secundario,618,618,Ica,Urbano,102,1692913,No se realizó la prueba,No se pudo realizar la prueba,Rico
Superior,618,618,Ica,Urbano,102,348073,No se realizó la prueba,No se pudo realizar la prueba,Rico
Secundario,618,618,Ica,Urbano,102,348073,No se realizó la prueba,No se pudo realizar la prueba,Medio
Secundario,618,618,Ica,Urbano,102,1692913,30 PPM,Coloracion morado oscuro (valor,Rico
Secundario,618,618,Ica,Urbano,102,1692913,15 PPM,Coloracion azul o morado (valor,Medio
Superior,618,618,Ica,Urbano,102,1692913,No se realizó la prueba,No se pudo realizar la prueba,Más rico
Superior,618,618,Ica,Urbano,102,348073,30 PPM,Coloracion morado oscuro (valor,Rico
Secundario,618,618,Ica,Urbano,102,348073,30 PPM,Coloracion morado oscuro (valor,Medio
Secundario,618,618,Ica,Urbano,102,1692913,15 PPM,Coloracion azul o morado (valor,Medio
Superior,619,619,Ica,Urbano,103,260969,30 PPM,Coloracion morado oscuro (valor,Más rico
Secundario,619,619,Ica,Urbano,103,260969,30 PPM,Coloracion morado oscuro (valor,Pobre
